Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
42,0,Travel_Rarely,Research & Development,7,4,Medical,2,Female,2,Research Scientist,2,Married,2372,Y,Yes,16,3,4,18,3,1,0,0,0
43,0,Travel_Rarely,Sales,4,4,Marketing,4,Female,3,Sales Executive,4,Single,10231,Y,No,14,3,4,23,4,21,7,15,17
36,0,Travel_Rarely,Research & Development,2,4,Life Sciences,3,Female,2,Manufacturing Director,2,Single,5410,Y,Yes,11,3,4,18,3,16,14,5,12
44,1,Travel_Rarely,Research & Development,15,3,Medical,1,Female,3,Healthcare Representative,4,Married,7978,Y,No,11,3,4,10,3,10,7,0,5
28,0,Travel_Frequently,Research & Development,2,3,Life Sciences,4,Male,1,Laboratory Technician,4,Married,3867,Y,Yes,12,3,2,2,3,2,2,2,2
51,0,Travel_Frequently,Research & Development,6,2,Medical,2,Female,1,Laboratory Technician,3,Single,2838,Y,No,14,3,2,8,2,7,0,7,7
30,0,Non-Travel,Research & Development,9,2,Medical,3,Female,2,Manufacturing Director,3,Single,4695,Y,Yes,18,3,3,10,3,8,4,1,7
29,1,Travel_Rarely,Research & Development,7,3,Technical Degree,2,Female,1,Laboratory Technician,3,Divorced,3339,Y,Yes,13,3,1,10,3,7,7,7,7
28,0,Travel_Rarely,Research & Development,1,3,Technical Degree,4,Male,1,Research Scientist,1,Single,2080,Y,No,11,3,2,5,2,3,2,1,2
25,0,Travel_Rarely,Research & Development,1,3,Medical,4,Female,1,Research Scientist,2,Single,2096,Y,No,18,3,4,2,2,2,2,2,1
32,0,Travel_Rarely,Sales,8,3,Medical,3,Male,2,Sales Executive,4,Married,6209,Y,No,15,3,3,10,4,10,7,0,8
45,0,Travel_Frequently,Research & Development,25,3,Medical,2,Female,5,Manager,2,Single,18061,Y,No,22,4,3,22,3,0,0,0,0
39,0,Travel_Rarely,Research & Development,13,4,Medical,3,Female,4,Manager,2,Divorced,17123,Y,Yes,13,3,4,21,3,19,9,15,2
58,0,Travel_Rarely,Research & Development,23,4,Life Sciences,1,Male,1,Research Scientist,3,Divorced,2372,Y,No,12,3,4,2,3,2,2,2,2
32,1,Travel_Rarely,Research & Development,7,2,Life Sciences,4,Male,2,Laboratory Technician,3,Married,4883,Y,No,18,3,1,10,3,10,4,1,1
39,1,Travel_Rarely,Research & Development,23,3,Medical,3,Male,1,Research Scientist,1,Single,3904,Y,No,13,3,1,6,3,5,2,0,3
30,0,Travel_Rarely,Research & Development,6,3,Technical Degree,1,Female,2,Laboratory Technician,4,Married,4627,Y,No,12,3,1,10,3,9,2,6,7
36,0,Travel_Rarely,Research & Development,10,4,Technical Degree,4,Female,3,Healthcare Representative,3,Married,7094,Y,No,12,3,1,10,3,7,7,1,7
46,0,Travel_Rarely,Human Resources,1,2,Life Sciences,4,Female,1,Human Resources,1,Single,3423,Y,No,12,3,3,10,4,7,6,5,7
28,0,Non-Travel,Research & Development,1,3,Life Sciences,3,Female,2,Laboratory Technician,4,Married,6674,Y,No,11,3,1,10,3,9,8,7,5
50,0,Travel_Rarely,Research & Development,28,3,Life Sciences,4,Female,4,Research Director,1,Married,16880,Y,Yes,11,3,2,25,3,3,2,1,2
40,1,Travel_Rarely,Sales,25,4,Marketing,4,Male,3,Sales Executive,2,Single,9094,Y,Yes,12,3,3,9,3,5,4,1,0
52,1,Travel_Rarely,Sales,5,3,Life Sciences,2,Male,3,Sales Executive,2,Single,8446,Y,Yes,19,3,3,10,2,8,7,7,7
30,0,Travel_Rarely,Research & Development,17,4,Medical,2,Female,3,Manager,1,Married,11916,Y,Yes,23,4,4,9,3,9,1,0,8
39,0,Travel_Rarely,Research & Development,18,2,Life Sciences,1,Male,2,Manufacturing Director,3,Single,4534,Y,No,11,3,1,9,3,8,7,1,7
31,0,Non-Travel,Sales,2,4,Life Sciences,4,Female,3,Sales Executive,3,Divorced,9852,Y,Yes,19,3,1,10,2,10,8,9,6
41,0,Non-Travel,Sales,10,2,Medical,3,Male,2,Sales Executive,2,Single,6151,Y,No,13,3,1,19,3,19,2,11,9
31,1,Travel_Frequently,Sales,1,3,Life Sciences,4,Female,1,Sales Representative,2,Single,2302,Y,Yes,11,3,1,3,4,3,2,2,2
44,1,Travel_Rarely,Research & Development,3,3,Life Sciences,1,Male,1,Laboratory Technician,1,Married,2362,Y,No,12,3,3,10,4,3,2,1,2
42,0,Non-Travel,Research & Development,2,1,Life Sciences,3,Male,4,Manager,3,Married,17861,Y,Yes,13,3,4,21,2,20,8,2,10
55,0,Travel_Rarely,Research & Development,2,2,Medical,4,Female,5,Manager,3,Married,19187,Y,No,14,3,4,23,3,19,9,9,11
56,0,Travel_Rarely,Human Resources,8,4,Life Sciences,4,Male,5,Manager,2,Single,19717,Y,No,14,3,1,36,3,7,3,7,7
40,0,Non-Travel,Research & Development,16,2,Life Sciences,3,Male,1,Research Scientist,3,Divorced,3544,Y,No,16,3,2,6,3,4,2,0,0
34,0,Travel_Rarely,Research & Development,9,3,Life Sciences,4,Male,3,Healthcare Representative,4,Divorced,8500,Y,No,11,3,4,10,2,9,7,1,6
40,0,Travel_Rarely,Research & Development,2,3,Life Sciences,3,Male,2,Research Scientist,4,Single,4661,Y,No,13,3,3,9,3,9,8,8,8
41,0,Travel_Frequently,Sales,1,3,Marketing,3,Female,2,Sales Executive,1,Divorced,4103,Y,No,17,3,4,10,3,9,3,1,7
35,0,Travel_Frequently,Research & Development,4,4,Life Sciences,3,Male,2,Research Scientist,3,Single,4249,Y,Yes,11,3,2,9,3,9,6,1,1
51,0,Travel_Rarely,Human Resources,5,3,Life Sciences,3,Male,4,Manager,2,Divorced,14026,Y,Yes,11,3,2,33,3,33,9,0,10
38,0,Travel_Rarely,Sales,2,2,Life Sciences,2,Female,2,Sales Executive,1,Divorced,6893,Y,No,15,3,4,11,3,7,7,1,7
34,0,Travel_Rarely,Sales,15,2,Medical,3,Female,2,Sales Executive,1,Single,6125,Y,No,12,3,4,10,4,10,8,9,6
25,0,Travel_Rarely,Research & Development,19,1,Medical,4,Male,1,Laboratory Technician,4,Married,3669,Y,No,11,3,3,7,2,3,2,1,2
58,1,Travel_Rarely,Research & Development,7,4,Medical,3,Female,3,Manufacturing Director,1,Married,10008,Y,Yes,14,3,4,31,2,10,9,5,9
40,0,Travel_Rarely,Research & Development,1,4,Life Sciences,2,Male,1,Laboratory Technician,2,Married,2387,Y,No,22,4,3,7,3,4,2,0,3
36,0,Travel_Frequently,Sales,7,3,Marketing,1,Female,2,Sales Executive,1,Married,4639,Y,No,16,3,4,17,2,15,7,6,13
48,0,Travel_Rarely,Research & Development,4,3,Life Sciences,4,Male,3,Manufacturing Director,4,Single,7898,Y,No,11,3,3,11,3,10,9,0,8
27,0,Travel_Rarely,Sales,11,3,Medical,3,Female,1,Sales Representative,4,Married,2534,Y,No,14,3,2,5,3,1,0,0,0
51,0,Travel_Rarely,Research & Development,11,2,Technical Degree,4,Female,4,Manufacturing Director,2,Single,13142,Y,No,16,3,2,29,2,5,2,0,3
18,0,Non-Travel,Research & Development,1,3,Life Sciences,4,Female,1,Laboratory Technician,4,Single,1611,Y,No,15,3,3,0,4,0,0,0,0
35,0,Travel_Rarely,Research & Development,1,3,Medical,4,Female,2,Laboratory Technician,4,Married,5363,Y,No,12,3,2,10,3,9,7,0,0
27,0,Travel_Frequently,Sales,2,1,Life Sciences,4,Male,2,Sales Executive,4,Single,5071,Y,No,20,4,2,8,3,6,2,0,0
55,1,Travel_Rarely,Sales,13,4,Marketing,1,Male,4,Sales Executive,3,Single,13695,Y,Yes,17,3,3,24,2,19,7,3,8
56,0,Travel_Rarely,Research & Development,23,3,Life Sciences,4,Male,4,Manufacturing Director,2,Married,13402,Y,Yes,12,3,1,33,3,19,16,15,9
34,0,Non-Travel,Research & Development,26,1,Technical Degree,1,Female,1,Research Scientist,3,Divorced,2029,Y,No,20,4,3,5,3,5,4,0,0
40,0,Travel_Rarely,Research & Development,2,1,Medical,2,Female,2,Healthcare Representative,3,Divorced,6377,Y,No,20,4,2,15,3,12,11,11,8
34,0,Travel_Rarely,Research & Development,29,3,Medical,2,Male,2,Laboratory Technician,3,Married,5429,Y,No,13,3,1,10,3,8,7,7,7
31,1,Travel_Frequently,Sales,2,3,Life Sciences,3,Female,1,Sales Representative,4,Single,2785,Y,No,14,3,3,3,4,1,0,0,0
35,1,Travel_Frequently,Sales,18,4,Marketing,4,Female,2,Sales Executive,3,Married,4614,Y,Yes,18,3,3,5,2,4,2,3,2
38,0,Travel_Frequently,Research & Development,7,3,Life Sciences,4,Male,1,Research Scientist,3,Divorced,2610,Y,No,11,3,4,4,3,4,2,0,3
34,0,Travel_Rarely,Research & Development,2,4,Technical Degree,3,Female,2,Healthcare Representative,4,Single,6687,Y,No,11,3,4,14,4,14,11,4,11
28,0,Travel_Rarely,Sales,26,3,Life Sciences,3,Male,2,Sales Executive,1,Married,4724,Y,No,11,3,3,5,3,5,3,0,4
31,1,Travel_Rarely,Research & Development,22,4,Medical,4,Male,2,Manufacturing Director,3,Married,6179,Y,Yes,15,3,4,10,2,10,2,6,7
39,0,Travel_Rarely,Sales,21,4,Life Sciences,1,Male,2,Sales Executive,4,Married,6120,Y,Yes,12,3,4,8,4,5,4,1,4
51,0,Travel_Frequently,Sales,2,3,Marketing,2,Male,3,Sales Executive,2,Married,10596,Y,No,11,3,2,14,3,4,2,3,2
41,0,Travel_Frequently,Research & Development,22,3,Life Sciences,4,Female,2,Research Scientist,4,Divorced,5467,Y,Yes,14,3,1,12,2,6,2,3,3
37,0,Travel_Rarely,Research & Development,4,1,Life Sciences,3,Male,1,Research Scientist,3,Married,2996,Y,Yes,15,3,4,8,3,6,4,1,3
33,0,Travel_Frequently,Sales,5,1,Life Sciences,2,Male,2,Sales Executive,4,Married,9998,Y,No,13,3,1,8,4,5,4,1,2
32,0,Travel_Rarely,Sales,2,1,Marketing,3,Male,2,Sales Executive,2,Married,4078,Y,Yes,13,3,1,4,2,3,2,1,2
39,0,Non-Travel,Research & Development,25,2,Life Sciences,3,Male,3,Healthcare Representative,3,Married,10920,Y,No,21,4,2,13,3,6,4,0,5
25,0,Travel_Rarely,Sales,18,1,Life Sciences,1,Male,2,Sales Executive,3,Married,6232,Y,No,11,3,2,6,2,3,2,1,2
52,0,Travel_Frequently,Research & Development,28,2,Medical,4,Female,4,Manufacturing Director,3,Married,13247,Y,Yes,11,3,2,24,2,5,3,0,2
43,0,Travel_Rarely,Research & Development,6,3,Medical,1,Female,2,Research Scientist,3,Single,4081,Y,Yes,14,3,1,20,1,20,7,1,8
27,0,Travel_Rarely,Sales,10,3,Marketing,4,Female,2,Sales Executive,4,Married,5769,Y,Yes,11,3,4,6,3,6,2,4,4
27,1,Travel_Rarely,Research & Development,17,4,Life Sciences,4,Female,1,Research Scientist,3,Single,2394,Y,Yes,13,3,4,8,3,8,2,7,7
26,0,Travel_Rarely,Research & Development,2,1,Medical,1,Male,1,Research Scientist,4,Single,3904,Y,No,12,3,4,5,3,4,3,1,1
42,0,Travel_Rarely,Human Resources,10,3,Human Resources,3,Female,4,Manager,1,Married,16799,Y,No,14,3,3,21,3,20,7,0,9
52,0,Travel_Rarely,Research & Development,8,4,Other,3,Female,1,Laboratory Technician,1,Married,2950,Y,No,13,3,3,12,1,5,4,0,4
37,0,Travel_Rarely,Research & Development,11,3,Medical,1,Female,1,Laboratory Technician,3,Single,3629,Y,No,18,3,1,8,3,3,2,0,2
35,0,Travel_Frequently,Research & Development,18,2,Life Sciences,3,Male,3,Manufacturing Director,4,Single,9362,Y,No,11,3,3,10,3,2,2,2,2
25,0,Travel_Rarely,Research & Development,1,3,Technical Degree,1,Male,1,Laboratory Technician,4,Married,3229,Y,No,11,3,2,7,2,3,2,0,2
26,0,Travel_Rarely,Research & Development,7,3,Other,3,Male,1,Laboratory Technician,1,Single,3578,Y,No,12,3,4,8,3,7,7,0,7
29,0,Travel_Rarely,Human Resources,17,3,Other,2,Male,3,Human Resources,1,Single,7988,Y,No,13,3,1,10,2,10,9,0,9
49,1,Travel_Frequently,Research & Development,28,2,Life Sciences,1,Male,2,Laboratory Technician,1,Single,4284,Y,No,20,4,1,20,3,4,3,1,3
29,1,Travel_Frequently,Research & Development,14,1,Other,3,Female,3,Healthcare Representative,4,Single,7553,Y,Yes,12,3,1,9,3,8,7,7,7
54,0,Travel_Rarely,Research & Development,1,3,Medical,4,Female,4,Research Director,4,Single,17328,Y,No,19,3,4,29,2,20,7,12,7
58,0,Travel_Rarely,Research & Development,1,3,Medical,4,Female,5,Research Director,1,Married,19701,Y,Yes,21,4,3,32,3,9,8,1,5
55,0,Travel_Rarely,Research & Development,1,4,Medical,2,Male,4,Research Director,4,Divorced,14732,Y,No,13,3,4,31,4,7,7,0,0
36,0,Travel_Rarely,Sales,3,4,Marketing,1,Female,2,Sales Executive,2,Single,9278,Y,Yes,16,3,4,15,3,5,4,0,1
31,1,Travel_Frequently,Sales,1,4,Life Sciences,2,Female,1,Sales Representative,3,Single,1359,Y,No,12,3,2,1,3,1,0,0,0
30,0,Travel_Rarely,Sales,7,4,Marketing,4,Female,2,Sales Executive,1,Divorced,4779,Y,No,14,3,2,8,3,3,2,0,2
31,0,Travel_Rarely,Research & Development,8,5,Life Sciences,1,Female,4,Research Director,2,Single,16422,Y,No,11,3,3,9,4,3,2,1,0
34,0,Travel_Frequently,Research & Development,1,4,Other,4,Male,1,Research Scientist,1,Divorced,2996,Y,No,14,3,3,10,3,4,3,1,3
31,1,Travel_Rarely,Research & Development,8,3,Life Sciences,1,Female,1,Research Scientist,2,Single,1261,Y,No,12,3,3,1,4,1,0,0,0
27,0,Travel_Rarely,Research & Development,11,1,Life Sciences,2,Male,1,Laboratory Technician,1,Married,2099,Y,No,14,3,2,6,4,5,0,1,4
36,0,Travel_Rarely,Research & Development,4,4,Life Sciences,1,Male,2,Laboratory Technician,4,Single,5810,Y,No,16,3,3,10,2,10,4,1,8
36,0,Travel_Rarely,Sales,16,4,Marketing,3,Female,2,Sales Executive,1,Married,5647,Y,No,13,3,1,11,2,3,2,0,2
47,0,Travel_Rarely,Research & Development,1,3,Technical Degree,1,Male,1,Research Scientist,4,Married,3420,Y,No,12,3,3,17,2,6,5,1,2
25,1,Travel_Rarely,Sales,9,2,Life Sciences,1,Male,1,Sales Representative,1,Married,4400,Y,No,12,3,1,6,3,3,2,2,2
37,0,Non-Travel,Research & Development,5,2,Technical Degree,3,Male,1,Laboratory Technician,3,Single,3500,Y,No,14,3,1,7,1,6,5,1,3
56,0,Travel_Rarely,Research & Development,1,2,Life Sciences,1,Female,1,Research Scientist,1,Married,2066,Y,No,22,4,4,5,4,3,2,1,0
47,0,Travel_Rarely,Research & Development,2,4,Medical,1,Female,4,Research Director,3,Married,17169,Y,No,19,3,2,26,4,20,17,5,6
24,0,Travel_Rarely,Sales,4,1,Medical,4,Female,2,Sales Executive,3,Married,4162,Y,Yes,12,3,3,5,3,5,4,0,3
32,0,Travel_Rarely,Sales,7,5,Marketing,4,Male,2,Sales Executive,4,Married,9204,Y,No,12,3,3,7,2,4,3,0,3
34,0,Travel_Rarely,Research & Development,1,3,Life Sciences,4,Female,1,Laboratory Technician,2,Married,3294,Y,No,17,3,1,7,2,5,4,0,2
41,0,Travel_Rarely,Research & Development,5,5,Medical,2,Male,1,Research Scientist,3,Married,2127,Y,Yes,12,3,1,7,2,4,2,0,3
40,0,Non-Travel,Research & Development,9,4,Other,3,Male,2,Laboratory Technician,3,Divorced,3975,Y,No,11,3,3,11,4,8,7,0,7
31,0,Travel_Rarely,Sales,8,2,Life Sciences,1,Male,3,Sales Executive,4,Divorced,10793,Y,No,18,3,1,13,3,13,7,9,9
46,1,Travel_Rarely,Sales,9,3,Marketing,1,Male,3,Sales Executive,4,Divorced,10096,Y,No,11,3,1,28,4,7,7,4,3
39,1,Non-Travel,Research & Development,2,3,Life Sciences,1,Female,1,Laboratory Technician,1,Single,3646,Y,Yes,23,4,2,11,4,1,0,0,0
31,1,Travel_Frequently,Research & Development,1,5,Life Sciences,3,Female,3,Manufacturing Director,2,Single,7446,Y,No,11,3,1,10,3,10,8,4,7
45,0,Travel_Rarely,Research & Development,20,3,Medical,2,Male,3,Healthcare Representative,1,Divorced,10851,Y,Yes,18,3,2,24,3,7,7,0,7
31,0,Travel_Rarely,Human Resources,8,2,Medical,4,Female,1,Human Resources,2,Single,2109,Y,No,18,3,4,8,3,3,2,0,2
31,1,Travel_Frequently,Research & Development,2,3,Life Sciences,2,Male,1,Laboratory Technician,4,Married,3722,Y,Yes,13,3,3,7,1,2,2,2,2
45,0,Travel_Rarely,Research & Development,29,3,Technical Degree,2,Male,3,Manufacturing Director,4,Married,9380,Y,Yes,18,3,4,10,4,3,1,1,2
48,0,Travel_Rarely,Sales,7,3,Marketing,3,Male,2,Sales Executive,1,Divorced,5486,Y,No,11,3,1,15,3,2,2,2,2
34,1,Travel_Rarely,Human Resources,9,4,Technical Degree,1,Female,1,Human Resources,3,Married,2742,Y,No,15,3,4,2,3,2,2,2,2
40,0,Non-Travel,Research & Development,8,1,Medical,4,Male,3,Research Director,2,Divorced,13757,Y,No,11,3,3,16,3,9,8,4,8
28,0,Travel_Rarely,Sales,5,3,Medical,4,Male,2,Sales Executive,1,Single,8463,Y,No,18,3,4,6,3,5,4,1,3
44,0,Non-Travel,Research & Development,5,3,Life Sciences,3,Male,1,Laboratory Technician,3,Single,3162,Y,No,14,3,4,7,3,5,2,0,3
53,0,Travel_Rarely,Research & Development,2,3,Medical,4,Male,4,Research Director,2,Single,16598,Y,No,12,3,2,35,2,9,8,8,8
49,0,Travel_Rarely,Research & Development,5,4,Technical Degree,1,Male,2,Healthcare Representative,3,Married,6651,Y,No,14,3,2,20,2,3,2,1,2
40,0,Travel_Rarely,Research & Development,2,3,Medical,3,Male,1,Research Scientist,3,Divorced,2345,Y,No,14,3,3,8,4,3,1,1,2
44,0,Travel_Rarely,Research & Development,20,3,Life Sciences,4,Male,1,Research Scientist,2,Single,3420,Y,No,13,3,3,6,2,5,2,1,3
33,0,Travel_Frequently,Sales,7,3,Medical,4,Male,2,Sales Executive,1,Married,4373,Y,No,14,3,1,5,3,4,3,0,3
34,0,Travel_Rarely,Sales,3,3,Other,4,Male,2,Sales Executive,1,Single,4759,Y,No,18,3,4,15,3,13,9,3,12
30,0,Travel_Rarely,Sales,16,1,Life Sciences,4,Male,2,Sales Executive,3,Married,5301,Y,No,15,3,3,4,2,2,1,2,2
42,0,Travel_Frequently,Research & Development,9,2,Medical,1,Female,1,Laboratory Technician,4,Single,3673,Y,No,13,3,3,12,3,12,9,5,8
44,0,Travel_Frequently,Sales,1,5,Marketing,1,Female,2,Sales Executive,3,Married,4768,Y,No,12,3,3,11,2,1,0,0,0
30,0,Non-Travel,Research & Development,7,3,Technical Degree,3,Male,1,Research Scientist,3,Divorced,1274,Y,No,13,3,2,1,2,1,0,0,0
57,0,Travel_Rarely,Research & Development,1,2,Life Sciences,2,Male,2,Research Scientist,3,Married,4900,Y,No,24,4,1,13,2,12,9,2,8
49,0,Travel_Rarely,Research & Development,7,4,Life Sciences,3,Male,3,Healthcare Representative,2,Divorced,10466,Y,No,14,3,2,29,3,8,7,0,7
34,0,Travel_Frequently,Research & Development,15,3,Medical,2,Male,4,Research Director,1,Divorced,17007,Y,No,14,3,4,16,2,14,8,6,9
28,1,Travel_Frequently,Sales,1,3,Technical Degree,1,Male,1,Sales Representative,3,Married,2909,Y,No,15,3,4,5,4,3,2,1,2
29,1,Travel_Frequently,Sales,13,3,Technical Degree,1,Female,2,Sales Executive,2,Single,5765,Y,No,11,3,1,7,1,5,3,0,0
